Sense, Describe, Recognise, Analyse, Identify, Evaluate, Imagine, Generate, Evolve, Craft, Assemble, Create, Empower, Inform, Inspire
Lifeworlds, Needs, Aspirations, Data, Limits, Potentials, Scenarios, Ideas, Concepts, Materials, Projects, Formats, Participants, Stakeholders, Coalitions
