Evolve, Craft, Assemble, Create, Empower, Inform, Inspire, Sense, Describe, Recognise, Analyse, Identify, Evaluate, Imagine, Generate
Concepts, Materials, Projects, Formats, Participants, Stakeholders, Coalitions, Lifeworlds, Needs, Aspirations, Data, Limits, Potentials, Scenarios, Ideas
